group_key,normalized_main_function,functional_ingredient_set,composition_type,item_count,manufacturer_count,statement_no_count,dosage_form_count,base_parseable,base_partial,base_unparseable,base_missing,representative_candidate_id,representative_product_name,representative_manufacturer,representative_statement_no,grouping_confidence,hold_count,hold_reason
[가르시니아캄보지아추출물]|탄수화물이지방으로합성되는것을억제하여체지방감소에도움을줌[비타민B2]|체내에너지생성에|가르시니아+비타민B군,[가르시니아캄보지아추출물]|탄수화물이지방으로합성되는것을억제하여체지방감소에도움을줌[비타민B2]|체내에너지생성에필요[비타민B1]|탄수화물과에너지대사에필요,가르시니아+비타민B군,MULTI_INGREDIENT,2,2,2,2,2,0,0,0,dbf36868-a7ab-41d7-96fb-86168f486e3c,다이어트 가르시니아,(주)서흥,200400200061056,B,0,
-가르시니아캄보지아추출물:탄수화물이지방으로합성되는것을억제하여체지방감소에도움을줄수있음-녹차추출물:항산화･체지방|가르시니아+비타민B군,"-가르시니아캄보지아추출물:탄수화물이지방으로합성되는것을억제하여체지방감소에도움을줄수있음-녹차추출물:항산화･체지방감소･혈중콜레스테롤개선에도움을줄수있음-비타민B1:탄수화물과에너지대사에필요-비타민B2:체내에너지생성에필요-비타민B6:단백질및아미노산이용에필요,혈액의호모시스테인수준을정상으로유지하는데필요-나이아신:체내에너지생성에필요-판토텐산:지방,탄수화물,단백질대사와에너지",가르시니아+비타민B군,MULTI_INGREDIENT,2,2,2,1,2,0,0,0,834f325b-69da-4c4f-a3a1-82a5421f40f2,다이어트 이지슬림 칼로번,콜마비앤에이치(주)음성공장,200600200032606,B,0,
가르시니아캄보지아추출물-탄수화물이지방으로합성되는것을억제하여체지방감소에도움을줄수있음난소화성말토덱스트린–식후혈당|가르시니아+식이섬유,가르시니아캄보지아추출물-탄수화물이지방으로합성되는것을억제하여체지방감소에도움을줄수있음난소화성말토덱스트린–식후혈당상승억제･배변활동원활에도움을줄수있음,가르시니아+식이섬유,MULTI_INGREDIENT,2,1,2,1,2,0,0,0,5f88a0ce-bc8c-41fc-948d-29f17b08cc40,다이어트 젤리 베르가못맛,주식회사웰파인,20130015151137,B,0,
[가르시니아캄보지아추출물]탄수화물이지방으로합성되는것을억제하여체지방감소에도움을줄수있음[나이아신]체내에너지생성에|가르시니아+비타민B군,"[가르시니아캄보지아추출물]탄수화물이지방으로합성되는것을억제하여체지방감소에도움을줄수있음[나이아신]체내에너지생성에필요[판토텐산]지방,탄수화물,단백질대사와에너지생성에필요[비타민B1]탄수화물과에너지대사에필요",가르시니아+비타민B군,MULTI_INGREDIENT,2,1,2,1,2,0,0,0,f624bf6b-f141-4105-b8da-0611cf952073,다이어트 한잔 슬림 S 프레소,동서바이오팜(주) 안성공장,20220011370264,B,0,
"[가르시니아캄보지아추출물]탄수화물이지방으로합성되는것을억제하여체지방감소에도움을줄수있음[판토텐산]지방,탄수화물,|가르시니아+비타민B군","[가르시니아캄보지아추출물]탄수화물이지방으로합성되는것을억제하여체지방감소에도움을줄수있음[판토텐산]지방,탄수화물,단백질대사와에너지생성에필요[비타민B1]탄수화물과에너지대사에필요",가르시니아+비타민B군,MULTI_INGREDIENT,2,1,2,1,2,0,0,0,528e8c4e-9157-4584-99d5-7fe21ecda736,다이어트 홀릭(Diet Holic),한국바이오팜(주),2022002106795,B,0,
[가르시니아캄보지아추출물]탄수화물이지방으로합성되는것을억제하여체지방감소에도움을줄수있음[프로바이오틱스]유산균증식|가르시니아+아연+프로바이오틱스,[가르시니아캄보지아추출물]탄수화물이지방으로합성되는것을억제하여체지방감소에도움을줄수있음[프로바이오틱스]유산균증식및유해균억제･배변활동원활･장건강에도움을줄수있음[아연]|정상적인면역기능에필요|정상적인세포분열에필요,가르시니아+아연+프로바이오틱스,MULTI_INGREDIENT,2,1,2,1,2,0,0,0,8ea63911-59ac-44fc-bba6-6f4e0dcead73,다이어트&유산균 (수출겸용),한국바이오팜(주),2022002106711,B,0,
[가르시니아캄보지아추출물]|탄수화물이지방으로합성되는것을억제하여체지방감소에도움을줌[클로렐라제품]|피부건강에도움|가르시니아+스피루리나/클로렐라,[가르시니아캄보지아추출물]|탄수화물이지방으로합성되는것을억제하여체지방감소에도움을줌[클로렐라제품]|피부건강에도움|항산화작용,가르시니아+스피루리나/클로렐라,MULTI_INGREDIENT,2,2,2,2,2,0,0,0,2c141b56-1b34-4495-b893-b912599b8c5e,다이어트가르시니아,(주)서흥,20040020006750,B,0,
[프로바이오틱스]유산균증식및유해균억제･배변활동원활･장건강에도움을줄수있음[나이아신]|체내에너지생성에필요[비타민|비타민B군+비타민C+셀레늄+프로바이오틱스,[프로바이오틱스]유산균증식및유해균억제･배변활동원활･장건강에도움을줄수있음[나이아신]|체내에너지생성에필요[비타민B2]|체내에너지생성에필요[비타민B6]|단백질및아미노산이용에필요|혈액의호모시스테인수준을정상으로유지하는데필요[비타민C]|결합조직형성과기능유지에필요|철의흡수에필요|항산화작용을하여유해산소로부터세포를보호하는데필요[셀레늄(또는셀렌)]|유해산소로부터세포를보호하는,비타민B군+비타민C+셀레늄+프로바이오틱스,MULTI_INGREDIENT,2,1,2,1,2,0,0,0,89ca9a55-5df7-48eb-8ef2-69912c407f20,다이어트에 빠진 유산균,(주)비오팜,200400170211350,B,0,
유산균증식및유해균억제･배변활동원활･장건강에도움을줄수있음피부보습에도움을줄수있음항산화작용을하여유해산소로부터세포를|비타민E+콜라겐/피부+프로바이오틱스,유산균증식및유해균억제･배변활동원활･장건강에도움을줄수있음피부보습에도움을줄수있음항산화작용을하여유해산소로부터세포를보호하는데필요,비타민E+콜라겐/피부+프로바이오틱스,MULTI_INGREDIENT,2,2,2,1,2,0,0,0,b7607ce1-5150-460a-9982-58a44b9ce6a5,닥터 쎈 히알바이오틱스,(주)세종바이오팜,20190009105264,B,0,
[쏘팔메토열매추출물]전립선건강의유지에도움을줄수있음[비타민B2]체내에너지생성에필요[아연]|정상적인면역기능에필요|비타민B군+쏘팔메토+아연,[쏘팔메토열매추출물]전립선건강의유지에도움을줄수있음[비타민B2]체내에너지생성에필요[아연]|정상적인면역기능에필요|정상적인세포분열에필요,비타민B군+쏘팔메토+아연,MULTI_INGREDIENT,2,1,2,1,2,0,0,0,74ceeb71-d3b1-4098-9a8d-7061db387ba4,닥터 쏘팔메토 골드,(주)세종바이오팜,20190009105177,B,0,
어두운곳에서시각적응을위해필요|피부와점막을형성하고기능을유지하는데필요|상피세포의성장과발달에필요(|탄수화물과에너지|마그네슘+비타민A+비타민B군+비타민C+비타민D+비타민E+셀레늄+아연+칼슘,"어두운곳에서시각적응을위해필요|피부와점막을형성하고기능을유지하는데필요|상피세포의성장과발달에필요(|탄수화물과에너지대사에필요|단백질및아미노산이용에필요|혈액의호모시스테인수준을정상으로유지하는데필요|체내에너지생성에필요(|지방,탄수화물,단백질대사와에너지생성에필요|세포와혈액생성에필요|태아신경관의정상발달에필요|혈액의호모시스테인수준을정상으로유지하는데필요(|지방,탄수화물,단백질",마그네슘+비타민A+비타민B군+비타민C+비타민D+비타민E+셀레늄+아연+칼슘,MULTI_INGREDIENT,2,1,2,1,2,0,0,0,89fed395-79ba-45d7-a7a6-e38f58d79ce0,닥터 올인원 비타 플러스,(주)세종바이오팜,20190009105298,B,0,
유해산소로부터세포를보호하는데필요철의흡수에필요결합조직형성과기능유지에필요|비타민C,유해산소로부터세포를보호하는데필요철의흡수에필요결합조직형성과기능유지에필요,비타민C,SINGLE,2,1,2,1,2,0,0,0,1bc18195-875e-4d96-92bb-39802cf1fcea,닥터 울트라비타씨,(주)보고신약 논산공장,2014002002817,A,0,
유산균증식및유해균억제·배변활동원활에도움을줄수있음|칼슘과인이흡수되고이용되는데필요|뼈의형성과유지에필요|골다공증발|비타민D+칼슘+프로바이오틱스,유산균증식및유해균억제·배변활동원활에도움을줄수있음|칼슘과인이흡수되고이용되는데필요|뼈의형성과유지에필요|골다공증발생위험감소에도움을줌,비타민D+칼슘+프로바이오틱스,MULTI_INGREDIENT,2,2,2,2,2,0,0,0,539dc050-6a6f-4b31-adde-8aaa5834d284,닥터 장케어 III 솔루션,(주)세종바이오팜,2019000910565,B,0,
탄수화물이지방으로합성되는것을억제하여체지방감소에도움을줄수있음|식후혈당상승억제·배변활동원활에도움을줄수있음|가르시니아+식이섬유,탄수화물이지방으로합성되는것을억제하여체지방감소에도움을줄수있음|식후혈당상승억제·배변활동원활에도움을줄수있음,가르시니아+식이섬유,MULTI_INGREDIENT,2,2,2,1,2,0,0,0,db6f1f27-70c0-4485-b443-b13ce82b9aff,닥터 정수봉의 다이어트 카페 ,(주)오투바이오,20130020008426,B,0,
[포스파티딜세린]|노화로인해저하된인지력개선·자외선에의한피부손상으로부터피부건강유지·피부보습에도움을줄수있음[은행|아연+은행잎+포스파티딜세린,[포스파티딜세린]|노화로인해저하된인지력개선·자외선에의한피부손상으로부터피부건강유지·피부보습에도움을줄수있음[은행잎추출물]|기억력개선･혈행개선에도움을줄수있음[아연]|정상적인면역기능에필요|정상적인세포분열에필요,아연+은행잎+포스파티딜세린,MULTI_INGREDIENT,2,2,2,2,2,0,0,0,610f5a75-6c45-46c4-a678-ea2f34f14877,"닥터, 브레인 PS징코 프리미엄",주식회사 상상바이오,20200016052228,B,0,
"[NAG(엔에이지,N-아세틸글루코사민,N-Acetylglucosamine)]|관절및연골건강·피부보습에도움을줄|N-아세틸글루코사민+글루코사민","[NAG(엔에이지,N-아세틸글루코사민,N-Acetylglucosamine)]|관절및연골건강·피부보습에도움을줄수있음",N-아세틸글루코사민+글루코사민,MULTI_INGREDIENT,2,2,2,2,2,0,0,0,88c80d19-1126-4962-a331-b069b36ff920,닥터W퍼플,주식회사 상상바이오,2020001605278,B,0,
[공액리놀레산]과체중인성인의체지방감소에도움을줄수있음[비타민E]항산화작용을하여유해산소로부터세포를보호하는데필요[|CLA+비타민B군+비타민E,"[공액리놀레산]과체중인성인의체지방감소에도움을줄수있음[비타민E]항산화작용을하여유해산소로부터세포를보호하는데필요[비타민B1]탄수화물과에너지대사에필요[비타민B2]체내에너지생성에필요[나이아신]체내에너지생성에필요[판토텐산]지방,탄수화물,단백질대사와에너지생성에필요[비타민B6](가)단백질및아미노산이용에필요(나)혈액의호모시스테인수준을정상으로유지하는데필요",CLA+비타민B군+비타민E,MULTI_INGREDIENT,2,1,2,1,2,0,0,0,a0f33625-ac6c-44ea-abd6-6aa49de4f45c,닥터겟잇 케이슬림 CLA,주식회사한미양행,200400150832498,B,0,
[비타민E]항산화작용을하여유해산소로부터세포를보호하는데필요[비타민D]|칼슘과인이흡수되고이용되는데필요|뼈의형성과|비타민D+비타민E+칼슘,[비타민E]항산화작용을하여유해산소로부터세포를보호하는데필요[비타민D]|칼슘과인이흡수되고이용되는데필요|뼈의형성과유지에필요|골다공증발생위험감소에도움을줌,비타민D+비타민E+칼슘,MULTI_INGREDIENT,2,2,2,1,2,0,0,0,f93711f9-8057-48a4-bb69-03f3601400e8,닥터그린 솔루션,동서바이오팜(주) 안성공장,2022001137021,B,0,
[칼슘]|뼈와치아형성에필요|신경과근육기능유지에필요|정상적인혈액응고에필요|골다공증발생위험감소에도움을줌[마그네슘|마그네슘+비타민B군+비타민D+아연+칼슘,[칼슘]|뼈와치아형성에필요|신경과근육기능유지에필요|정상적인혈액응고에필요|골다공증발생위험감소에도움을줌[마그네슘]|에너지이용에필요|신경과근육기능유지에필요[아연]|정상적인면역기능에필요|정상적인세포분열에필요[비타민D]|칼슘과인이흡수되고이용되는데필요|뼈의형성과유지에필요|골다공증발생위험감소에도움을줌[비타민B6]|단백질및아미노산이용에필요|혈액의호모시스테인수준을정상으로유,마그네슘+비타민B군+비타민D+아연+칼슘,MULTI_INGREDIENT,2,1,2,1,2,0,0,0,496d3807-7318-4d2f-8558-31df545318e8,닥터리드엠 칼슘플러스,동서바이오팜(주) 안성공장,2022001137043,B,0,
"(|지방,탄수화물,단백질대사와에너지생성에필요|유해산소로부터세포를보호하는데필요(|정상적인엽산대사에필요|비타민B군+셀레늄","(|지방,탄수화물,단백질대사와에너지생성에필요|유해산소로부터세포를보호하는데필요(|정상적인엽산대사에필요",비타민B군+셀레늄,MULTI_INGREDIENT,2,2,2,1,2,0,0,0,58a1c58b-06d9-4699-a177-9e60552c58f3,닥터린 유기농 비오틴,주식회사 다움,20040016034166,B,0,
-밀크씨슬(카르두스마리아누스)추출물:간건강에도움을줄수있음-비타민B1:탄수화물과에너지대사에필요-비타민B2:체내|밀크씨슬+비타민B군,"-밀크씨슬(카르두스마리아누스)추출물:간건강에도움을줄수있음-비타민B1:탄수화물과에너지대사에필요-비타민B2:체내에너지생성에필요-비타민B6:단백질및아미노산이용에필요,혈액의호모시스테인수준을정상으로유지하는데필요-나이아신:체내에너지생성에필요-판토텐산:지방,탄수화물,단백질대사와에너지생성에필요",밀크씨슬+비타민B군,MULTI_INGREDIENT,2,2,2,1,2,0,0,0,c6a00ebc-4de4-4875-b089-d8ad789587a8,닥터박스 간건강엔 헤파비타민 밀크씨슬 골드,콜마비앤에이치(주)음성공장,200600200033082,B,0,
"-비타민D:칼슘과인이흡수되고이용되는데필요,뼈의형성과유지에필요,골다공증발생위험감소에도움을줌-비타민K:정상적인혈|마그네슘+비타민D+아연+칼슘","-비타민D:칼슘과인이흡수되고이용되는데필요,뼈의형성과유지에필요,골다공증발생위험감소에도움을줌-비타민K:정상적인혈액응고에필요,뼈의구성에필요-칼슘:뼈와치아형성에필요,신경과근육기능유지에필요,정상적인혈액응고에필요,골다공증발생위험감소에도움을줌-마그네슘:에너지이용에필요,신경과근육기능유지에필요-아연:정상적인면역기능에필요,정상적인세포분열에필요-망간:뼈형성에필요,에너지이용에필",마그네슘+비타민D+아연+칼슘,MULTI_INGREDIENT,2,1,2,1,2,0,0,0,4374c259-2011-4f52-aebf-6bdd384915a1,닥터박스 뼈건강엔 칼마디K+아연,콜마비앤에이치(주)음성공장,200600200033087,B,0,
(|기능성내용:혈중중성지질개선･혈행개선･건조한눈을개선하여눈건강에도움을줄수있음(|어두운곳에서시각적응을위해필요(|비타민A+비타민D+비타민E+오메가3+칼슘,(|기능성내용:혈중중성지질개선･혈행개선･건조한눈을개선하여눈건강에도움을줄수있음(|어두운곳에서시각적응을위해필요(|피부와점막을형성하고기능을유지하는데필요(|상피세포의성장과발달에필요(|칼슘과인이흡수되고이용되는데필요(|뼈의형성과유지에필요(|골다공증발생위험감소에도움을줌항산화작용을하여유해산소로부터세포를보호하는데필요,비타민A+비타민D+비타민E+오메가3+칼슘,MULTI_INGREDIENT,2,2,2,2,2,0,0,0,cf4d0dd8-b0ac-40e8-8c18-874ed5ced8eb,닥터박스 혈행건강엔 초임계 rTG 오메가3,우리바이오(주),20190009483666,B,0,
[홍삼제품]|면역력증진|피로개선|혈소판응집억제를통한혈액흐름에도움|기억력개선|항산화에도움을줄수있음[옥타코사놀함|옥타코사놀+홍삼/인삼,[홍삼제품]|면역력증진|피로개선|혈소판응집억제를통한혈액흐름에도움|기억력개선|항산화에도움을줄수있음[옥타코사놀함유유지제품]|지구력증진,옥타코사놀+홍삼/인삼,MULTI_INGREDIENT,2,1,2,1,2,0,0,0,7b3da860-11d3-499e-8d2e-f4eeb753e874,닥터브레인플러스,(주)유니쎌팜,20040020028170,B,0,
[밀크씨슬(카르두스마리아누스)추출물]|간건강에도움을줄수있음[마리골드꽃추출물](|노화로인해감소될수있는황반색소밀|루테인/지아잔틴+마리골드+밀크씨슬+비타민A+비타민B군+비타민E,[밀크씨슬(카르두스마리아누스)추출물]|간건강에도움을줄수있음[마리골드꽃추출물](|노화로인해감소될수있는황반색소밀도를유지하여눈건강에도움을줄수있음[비타민E]항산화작용을하여유해산소로부터세포를보호하는데필요[비타민B1](|탄수화물과에너지대사에필요[비타민B2](|체내에너지생성에필요[비타민B6](|단백질및아미노산이용에필요(|혈액의호모시스테인수준을정상으로유지하는데필요[베타카,루테인/지아잔틴+마리골드+밀크씨슬+비타민A+비타민B군+비타민E,MULTI_INGREDIENT,2,1,2,1,2,0,0,0,e86f9cde-30bf-42d0-b448-8961af35e7f6,닥터슈퍼칸 밀크씨슬&루테인,대원헬스케어 주식회사 2공장,20172880193388,B,0,
[칼슘](|뼈와치아형성에필요(|신경과근육기능유지에필요(|정상적인혈액응고에필요(|골다공증발생위험감소에도움을줌[|마그네슘+비타민D+칼슘,[칼슘](|뼈와치아형성에필요(|신경과근육기능유지에필요(|정상적인혈액응고에필요(|골다공증발생위험감소에도움을줌[마그네슘](|에너지이용에필요(|신경과근육기능유지에필요[비타민K](|정상적인혈액응고에필요(|뼈의구성에필요[비타민D](|칼슘과인이흡수되고이용되는데필요(|뼈의형성과유지에필요(|골다공증발생위험감소에도움을줌[망간](|뼈형성에필요(|에너지이용에필요(|유해산소로부,마그네슘+비타민D+칼슘,MULTI_INGREDIENT,2,2,2,1,2,0,0,0,e6d7282a-6312-406c-819d-46953478b528,닥터스드림 칼마디케이,(주)유유헬스케어,200400151071354,B,0,
칼슘:|뼈와치아형성에필요|신경과근육기능유지에필요|정상적인혈액응고에필요|골다공증발생위험감소에도움을줌|칼슘,칼슘:|뼈와치아형성에필요|신경과근육기능유지에필요|정상적인혈액응고에필요|골다공증발생위험감소에도움을줌,칼슘,MULTI_FUNCTION,2,2,2,2,2,0,0,0,3d15c3d6-1661-40ef-8a52-2f22a527545d,닥터에디션 액상 칼슘,콜마비앤에이치(주)음성공장,200600200031617,B,0,
*그린커피빈주정추출물|체지방감소에도움을줄수있음(Mayhelptoreducebodyfat.)|(원료미검출),*그린커피빈주정추출물|체지방감소에도움을줄수있음(Mayhelptoreducebodyfat.),(원료미검출),UNKNOWN,2,1,2,1,0,2,0,0,95ba4f17-4e31-4c11-8739-681dac9b6466,닥터에스더 그린컷,엠에스바이오텍(주),200400200201270,C,0,
현삼추출물:기억력개선에도움을줄수있음|비타민B12:정상적인엽산대사에필요|비타민D:칼슘과인이흡수되고이용되는데필요|비타민B군+비타민D+셀레늄+아연+칼슘,"현삼추출물:기억력개선에도움을줄수있음|비타민B12:정상적인엽산대사에필요|비타민D:칼슘과인이흡수되고이용되는데필요,뼈의형성과유지에필요,골다공증발생위험감소에도움을줌|엽산:세포와혈액생성에필요,태아신경관의정상발달에필요,혈액의호모시스테인수준을정상으로유지하는데필요|아연:정상적인면역기능에필요,정상적인세포분열에필요|셀렌:유해산소로부터세포를보호하는데필요|몰리브덴:산화·환원효소",비타민B군+비타민D+셀레늄+아연+칼슘,MULTI_INGREDIENT,2,1,2,1,2,0,0,0,5cc139df-fde0-4ebc-8c3b-69d19b40da2c,닥터에스더 기억력엔 현삼 플러스 업,코스맥스바이오(주),200400200023417,B,0,
로즈마리추출물등복합물:자외선에의한피부손상으로부터피부건강유지에도움을줄수있음.|비타민A:어두운곳에서시각적응을위해|루테인/지아잔틴+비타민A+비타민B군+비타민E,"로즈마리추출물등복합물:자외선에의한피부손상으로부터피부건강유지에도움을줄수있음.|비타민A:어두운곳에서시각적응을위해필요,피부와점막을형성하고기능을유지하는데필요,상피세포의성장과발달에필요.|비타민E:항산화작용을하여유해산소로부터세포를보호하는데필요|비오틴:지방,탄수화물,단백질대사와에너지생성에필요",루테인/지아잔틴+비타민A+비타민B군+비타민E,MULTI_INGREDIENT,2,1,2,1,2,0,0,0,7b594ecd-7bf0-45a3-828a-b324773449b2,닥터에스더 로즈마리 비오틴업,코스맥스바이오(주),200400200023221,B,0,
대두이소플라본:뼈건강에도움을줄수있음.|회화나무열매추출물:갱년기여성의건강에도움을줄수있음.|비타민B6:단백질및아|백수오/여성+비타민B군+비타민D+셀레늄+이소플라본+칼슘,"대두이소플라본:뼈건강에도움을줄수있음.|회화나무열매추출물:갱년기여성의건강에도움을줄수있음.|비타민B6:단백질및아미노산이용에필요,혈액의호모시스테인수준을정상으로유지하는데필요|비타민D:칼슘과인이흡수되고이용되는데필요,뼈의형성과유지에필요,골다공증발생위험감소에도움을줌.|셀렌:유해산소로부터세포를보호하는데필요",백수오/여성+비타민B군+비타민D+셀레늄+이소플라본+칼슘,MULTI_INGREDIENT,2,1,2,1,2,0,0,0,ab68f55e-c127-4894-9f59-cd0edaf252aa,닥터에스더 리얼플라본,코스맥스바이오(주),200400200022799,B,0,
표고버섯균사체AHCC(제2008-78호):면역기능증진에도움을줄수있음|(원료미검출),표고버섯균사체AHCC(제2008-78호):면역기능증진에도움을줄수있음,(원료미검출),UNKNOWN,2,2,2,2,0,2,0,0,b487c3d6-d28c-443f-b3bd-fe8df16183bc,닥터에스더 면역케어 AHCC 프리미엄,(주)서흥헬스케어,20130020024271,C,0,
"발효율피추출분말:체지방감소에도움을줄수있음|비타민A:어두운곳에서시각적응을위해필요,피부와점막을형성하고기능을유지하|비타민A+비타민B군+비타민D+비타민E+아연+칼슘","발효율피추출분말:체지방감소에도움을줄수있음|비타민A:어두운곳에서시각적응을위해필요,피부와점막을형성하고기능을유지하는데필요,상피세포의성장과발달에필요|비타민B1:탄수화물과에너지대사에필요|비타민B2:체내에너지생성에필요|비타민B6:단백질및아미노산이용에필요,혈액의호모시스테인수준을정상으로유지하는데필요|비타민D:칼슘과인이흡수되고이용되는데필요,뼈의형성과유지에필요,골다공증발생위",비타민A+비타민B군+비타민D+비타민E+아연+칼슘,MULTI_INGREDIENT,2,1,2,1,2,0,0,0,b112f550-8e16-46be-bb72-fa6ccd897cc7,닥터에스더 발효율피 다이어트,코스맥스바이오(주),200400200023294,B,0,
[마리골드꽃추출물]노화로인해감소될수있는황반색소밀도를유지하여눈건강에도움을줄수있음[비타민D]칼슘과인이흡수되고이용|루테인/지아잔틴+마리골드+비타민B군+비타민D+셀레늄+칼슘,[마리골드꽃추출물]노화로인해감소될수있는황반색소밀도를유지하여눈건강에도움을줄수있음[비타민D]칼슘과인이흡수되고이용되는데필요/뼈의형성과유지에필요/골다공증발생위험감소에도움을줌[비타민B12]정상적인엽산대사에필요[셀렌]유해산소로부터세포를보호하는데필요,루테인/지아잔틴+마리골드+비타민B군+비타민D+셀레늄+칼슘,MULTI_INGREDIENT,2,1,2,1,2,0,0,0,0dde2863-6aae-4873-9eb1-4fbc9784d7ab,닥터에스더 유기농 루테인,(주)한국씨엔에스팜,200400200072903,B,0,
유산균증식및유해균억제･배변활동원활･장건강에도움을줄수있음|항산화·체지방감소·혈중콜레스테롤개선에도움을줄수있음|프로바이오틱스,유산균증식및유해균억제･배변활동원활･장건강에도움을줄수있음|항산화·체지방감소·혈중콜레스테롤개선에도움을줄수있음,프로바이오틱스,SINGLE,2,2,2,1,2,0,0,0,d6ae25fa-ee95-46cb-a9c7-6ae74eed77fe,닥터와이 칼미아 다이어트 & 유산균,(주)메디오젠 충주공장,20180012174398,A,0,
[차전자피식이섬유]|혈중콜레스테롤개선·배변활동원활에도움을줄수있음[프로바이오틱스]|유산균증식및유해균억제에도움을|식이섬유+프로바이오틱스,[차전자피식이섬유]|혈중콜레스테롤개선·배변활동원활에도움을줄수있음[프로바이오틱스]|유산균증식및유해균억제에도움을줄수있음|배변활동원활에도움을줄수있음,식이섬유+프로바이오틱스,MULTI_INGREDIENT,2,1,2,1,2,0,0,0,8841026c-6aba-45d2-82b3-b2aa1a0abc07,닥터웰화이버포르테,주식회사 다원바이오텍,20040017046100,B,0,
[폴리덱스트로스제품]|배변활동원활에도움을줄수있음[프락토올리고당제품]|유익균증식및유해균억제에도움을줄수있음|배변|식이섬유+아연+칼슘+프락토올리고당,[폴리덱스트로스제품]|배변활동원활에도움을줄수있음[프락토올리고당제품]|유익균증식및유해균억제에도움을줄수있음|배변활동원활에도움을줄수있음|칼슘흡수에도움을줄수있음[아연]|정상적인면역기능에필요|정상적인세포분열에필요,식이섬유+아연+칼슘+프락토올리고당,MULTI_INGREDIENT,2,1,2,1,2,0,0,0,cd6dcd83-6e22-45ee-93f7-31a81a524bc5,닥터웰빙,(주)바이오 로제트,20040017015128,B,0,
[EPA및DHA함유유지]혈중중성지질개선·혈행개선·건조한눈을개선하여눈건강에도움을줄수있음[비타민D]칼슘과인이흡수|비타민D+비타민E+오메가3+칼슘,"[EPA및DHA함유유지]혈중중성지질개선·혈행개선·건조한눈을개선하여눈건강에도움을줄수있음[비타민D]칼슘과인이흡수되고이용되는데필요,뼈의형성과유지에필요,골다공증발생위험감소에도움을줌[비타민E]항산화작용을하여유해산소로부터세포를보호하는데필요",비타민D+비타민E+오메가3+칼슘,MULTI_INGREDIENT,2,2,2,1,2,0,0,0,067977ee-4a66-4b2d-86e3-bfeda997da9b,닥터웰퀸즈 더 퓨어 식물성 알티지 오메가3,(주)알피바이오,200400170061406,B,0,
결합조직형성과기능유지에필요|철의흡수에필요|유해산소로부터세포를보호하는데필요|탄수화물과에너지대사에필요|체내에너지|비타민B군+비타민C,결합조직형성과기능유지에필요|철의흡수에필요|유해산소로부터세포를보호하는데필요|탄수화물과에너지대사에필요|체내에너지생성에필요|단백질및아미노산이용에필요|혈액의호모시스테인수준을정상으로유지하는데필요,비타민B군+비타민C,MULTI_INGREDIENT,2,1,2,1,2,0,0,0,95451a52-0973-4953-bae4-9412658ba57e,닥터초이스 카보블럭c(cabo-block c),한국네츄럴팜,20110018024139,B,0,
[칼슘](|뼈와치아형성에필요(|신경과근육기능유지에필요(|정상적인혈액응고에필요(|골다공증발생위험감소에도움을줌[|마그네슘+비타민D+아연+칼슘,[칼슘](|뼈와치아형성에필요(|신경과근육기능유지에필요(|정상적인혈액응고에필요(|골다공증발생위험감소에도움을줌[마그네슘](|에너지이용에필요(|신경과근육기능유지에필요[아연](|정상적인면역기능에필요(|정상적인세포분열에필요[비타민D](|칼슘과인이흡수되고이용되는데필요(|뼈의형성과유지에필요(|골다공증발생위험감소에도움을줌,마그네슘+비타민D+아연+칼슘,MULTI_INGREDIENT,2,2,2,1,2,0,0,0,3350b760-6e9a-4d48-a986-8109e6e286cc,닥터큐레스타 칼마디아연+,포항바이오파크,20100018018135,B,0,
"[폴리덱스트로스]배변활동원활에도움을줄수있음[아연]정상적인면역기능에필요,정상적인세포분열에필요[프락토올리고당]장|식이섬유+아연+프락토올리고당","[폴리덱스트로스]배변활동원활에도움을줄수있음[아연]정상적인면역기능에필요,정상적인세포분열에필요[프락토올리고당]장내유익균증식및배변활동원활에도움을줄수있음",식이섬유+아연+프락토올리고당,MULTI_INGREDIENT,2,1,2,1,2,0,0,0,e89420ce-cdae-472a-a5a6-9456b6bdc70b,닥터클린톡S,농업회사법인(주)힐링팜,2009001600128,B,0,
[쏘팔메토열매추출물]전립선건강의유지에도움을줄수있음[옥타코사놀함유유지]지구력증진에도움을줄수있음[아연]정상적인면|비타민B군+쏘팔메토+아연+옥타코사놀,[쏘팔메토열매추출물]전립선건강의유지에도움을줄수있음[옥타코사놀함유유지]지구력증진에도움을줄수있음[아연]정상적인면역기능에필요/정상적인세포분열에필요[비타민B2]체내에너지생성에필요[엽산]세포와혈액생성에필요/태아신경관의정상발달에필요/혈액의호모시스테인수준을정상으로유지하는데필요,비타민B군+쏘팔메토+아연+옥타코사놀,MULTI_INGREDIENT,2,2,2,1,2,0,0,0,af70cb6e-5d77-4e45-b812-41f98eaa1dd4,닥터트루 프리미엄 초임계 쏘팔메토&옥타코사놀 MAX,(주)한국씨엔에스팜,200400200073159,B,0,
